Lake,species,d15N,TL,For_area,Agr_area,pH,POM_NC_ratio,PC1,PC2,d2H
Alajarvi,Asellus_littoral,5.06341835068508,1.89086442706079,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-134.738319808698
Alajarvi,Asellus_littoral,6.48554024667169,2.30913557293921,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-168.761047305011
Alajarvi,Bleak,9.704942,2.92472621411765,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-177.280935504738
Alajarvi,Bleak,10.2962,3.09862562588235,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-206.842167250323
Alajarvi,Bleak,10.52271,3.16524621411765,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-185.723030526811
Alajarvi,Bleak,9.764363,2.94220297882353,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-181.61324491223
Alajarvi,Bulk_BMI_littoral,6.77833897641284,2.39525284639249,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-156.639942463236
Alajarvi,Bulk_BMI_littoral,7.04669623659572,2.47418145232863,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-177.265301921866
Alajarvi,Bulk_BMI_profundal,6.90448847270395,2.10106341197175,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-143.768613345054
Alajarvi,Bulk_ZPL,7.869405738,2.38486260764706,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-161.256434455385
Alajarvi,Bulk_ZPL,6.349933396,1.93795897764706,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-136.733515346199
Alajarvi,Chironomid_littoral,6.3319836643016,2.26397187224212,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-194.189077235963
Alajarvi,Chironomid_littoral,6.44357606468135,2.29679316647146,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-181.893562600538
Alajarvi,Chironomid_Profundal,5.91711063485433,1.81065816554539,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-153.942267434979
Alajarvi,Cladocera,7.238793489,2.19938841676471,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-161.684420416124
Alajarvi,Cladocera,6.562952255,2.00061158323529,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-148.645238275924
Alajarvi,Perch_large,12.59194,3.77384327294118,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-184.762169309315
Alajarvi,Perch_large,12.34007,3.69976386117647,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-190.063386429966
Alajarvi,Perch_medium,12.39381,3.71556974352941,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-191.186167687564
Alajarvi,Perch_medium,11.94168,3.58259033176471,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-187.269234768495
Alajarvi,Perch_medium,12.18346,3.65370209647059,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-177.72610215723
Alajarvi,Perch_medium,11.70577,3.51320503764706,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-186.872588458343
Alajarvi,Perch_medium,11.72694,3.51943150823529,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-191.506729750623
Alajarvi,Perch_medium,12.19571,3.65730503764706,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-187.002698532415
Alajarvi,Perch_medium,12.06183,3.61792856705882,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-192.767531794167
Alajarvi,Perch_small,11.43411,3.43330503764706,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-180.216738255182
Alajarvi,Perch_small,11.36538,3.41309033176471,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-197.388795822848
Alajarvi,Perch_small,11.525,3.46003739058824,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-190.610525216064
Alajarvi,Perch_small,11.62826,3.49040797882353,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-197.084008579401
Alajarvi,Perch_small,11.97671,3.59289327294118,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-198.65203958262
Alajarvi,Roach_large,11.29597,3.39267562588235,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-167.589433466122
Alajarvi,Roach_large,10.97182,3.29733739058824,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-182.234503583752
Alajarvi,Roach_large,10.90294,3.27707856705882,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-185.864120218498
Alajarvi,Roach_large,11.06541,3.32486386117647,77.57458983,12.21185538,6.85,0.0828782173746101,-0.239660097254651,-2.48536450210651,-179.026705512658
