source,Lake,d2H
Ter,Hirvijarvi,-130.759107192562
Ter,Hirvijarvi,-109.919027539081
Ter,Hirvijarvi,-86.6575310588907
Ter,Hirvijarvi,-107.367106565397
Ter,Hirvijarvi,-121.258515542488
Ter,Hirvijarvi,-127.250768539742
Ter,Hirvijarvi,-110.844236467007
Ter,Hirvijarvi,-98.4969928831114
Ter,Hirvijarvi,-128.198483051249
Ter,Hirvijarvi,-132.569403831262
Ter,Hirvijarvi,-102.751264697751
Ter,Hirvijarvi,-105.600875181723
Ter,Hirvijarvi,-138.807233586558
Ter,Hirvijarvi,-114.213276301743
Ter,Hirvijarvi,-130.086564668258
Ter,Hirvijarvi,-105.593756886689
Ter,Hirvijarvi,-132.062147613278
Ter,Hirvijarvi,-87.6552983961781
Ter,Hirvijarvi,-108.439541990368
Ter,Hirvijarvi,-108.918866784197
Ter,Hirvijarvi,-111.096099151475
Ter,Hirvijarvi,-108.403999239612
Ter,Hirvijarvi,-121.236263600703
Ter,Hirvijarvi,-109.426314685039
Ter,Hirvijarvi,-113.658137136315
Ter,Hirvijarvi,-135.385569911789
Ter,Hirvijarvi,-113.368204756553
Ter,Hirvijarvi,-113.291981273159
Ter,Hirvijarvi,-122.656944038501
Ter,Hirvijarvi,-102.876757504395
Ter,Hirvijarvi,-127.887346388659
Ter,Hirvijarvi,-105.832837089641
Ter,Hirvijarvi,-111.032575864941
Ter,Hirvijarvi,-118.120783543779
Ter,Hirvijarvi,-104.962385483961
Ter,Hirvijarvi,-104.757832161702
Ter,Hirvijarvi,-105.324342639327
Ter,Hirvijarvi,-118.60143251729
Ter,Hirvijarvi,-110.948117238609
Ter,Hirvijarvi,-140.725332332965
Ter,Hirvijarvi,-122.906346211338
Ter,Hirvijarvi,-139.864087841078
Ter,Hirvijarvi,-118.166013791472
Ter,Hirvijarvi,-101.592886456781
Ter,Hirvijarvi,-115.392165225193
Ter,Hirvijarvi,-133.415081732153
Ter,Hirvijarvi,-134.658577955844
Ter,Hirvijarvi,-123.651841204822
Ter,Hirvijarvi,-132.922692886571
Ter,Hirvijarvi,-131.244764924321
Ter,Hirvijarvi,-104.049531062178
Ter,Hirvijarvi,-102.571609198919
Ter,Hirvijarvi,-96.300594190486
Ter,Hirvijarvi,-113.323781316998
Ter,Hirvijarvi,-116.684464676462
Ter,Hirvijarvi,-99.4287494737071
Ter,Hirvijarvi,-98.900340611492
Ter,Hirvijarvi,-99.5652895957624
Ter,Hirvijarvi,-113.661726479151
Ter,Hirvijarvi,-110.574447564262
Ter,Hirvijarvi,-106.83476146857
Ter,Hirvijarvi,-96.4276765577557
Ter,Hirvijarvi,-113.879109990483
Ter,Hirvijarvi,-104.730826602245
Ter,Hirvijarvi,-121.348478270145
Ter,Hirvijarvi,-125.420504435894
Aq,Horkajarvi,-187.175698115206
Aq,Horkajarvi,-234.378947415522
Aq,Horkajarvi,-213.192996086758
Aq,Horkajarvi,-172.262217310979
Aq,Horkajarvi,-162.173954130002
Aq,Horkajarvi,-253.82420808315
Aq,Horkajarvi,-239.929055790541
Aq,Horkajarvi,-172.489703370824
Aq,Horkajarvi,-216.96740981879
Aq,Horkajarvi,-140.076105707941
Aq,Horkajarvi,-209.346381729783
Aq,Horkajarvi,-211.29306484539
Aq,Horkajarvi,-159.481420507153
Aq,Horkajarvi,-203.550737565113
Aq,Horkajarvi,-172.194396637983
Aq,Horkajarvi,-204.768517902887
Aq,Horkajarvi,-163.36594506475
Aq,Horkajarvi,-209.23881175216
Aq,Horkajarvi,-179.478569365489
Aq,Horkajarvi,-218.270957028776
Aq,Horkajarvi,-190.56138022747
Aq,Horkajarvi,-202.28670914802
Aq,Horkajarvi,-197.578498475858
Aq,Horkajarvi,-172.013735881679
Aq,Horkajarvi,-195.076757937589
Aq,Horkajarvi,-194.416326598289
Aq,Horkajarvi,-194.473366541224
Aq,Horkajarvi,-196.169686988492
Aq,Horkajarvi,-206.484765624197
Aq,Horkajarvi,-207.660814356607
Aq,Horkajarvi,-193.00789243701
Aq,Horkajarvi,-162.777827052266
Aq,Horkajarvi,-195.751766408935
Aq,Horkajarvi,-205.921122752639
Aq,Horkajarvi,-217.313114331952
Aq,Horkajarvi,-158.337054433474
Aq,Horkajarvi,-186.79237282337
Aq,Horkajarvi,-166.592171325649
Aq,Horkajarvi,-162.37624339956
Aq,Horkajarvi,-219.742062714281
Aq,Horkajarvi,-190.131439740113
Aq,Horkajarvi,-219.093667463664
Aq,Horkajarvi,-181.249703667274
Aq,Horkajarvi,-203.087975450959
Aq,Horkajarvi,-166.901905499183
Aq,Horkajarvi,-171.331678345639
Aq,Horkajarvi,-186.04880175689
Aq,Horkajarvi,-173.998187338549
Aq,Horkajarvi,-216.021547247329
Aq,Horkajarvi,-209.609399715374
Aq,Horkajarvi,-160.424446048274
Aq,Horkajarvi,-134.240574193491
Aq,Horkajarvi,-168.581287069346
Aq,Horkajarvi,-225.139456977274
Aq,Horkajarvi,-167.281324146936
Aq,Horkajarvi,-178.407145273255
Aq,Horkajarvi,-170.741820265235
Aq,Horkajarvi,-191.657006037939
Aq,Horkajarvi,-231.42936064502
Aq,Horkajarvi,-170.015117928266
Aq,Horkajarvi,-180.724817444027
Aq,Horkajarvi,-198.794878259424
Aq,Horkajarvi,-204.969163237864
Aq,Horkajarvi,-193.005853858629
Aq,Horkajarvi,-175.481665460424
Aq,Horkajarvi,-173.636199879484
Aq,Horkajarvi,-203.605911016306
Aq,Horkajarvi,-210.565293271198
Aq,Horkajarvi,-152.902297519195
Aq,Horkajarvi,-195.316688708741
Aq,Horkajarvi,-150.983454671255
Aq,Horkajarvi,-156.078300540785
Aq,Horkajarvi,-169.836840585236
Aq,Horkajarvi,-182.444224010535
Aq,Horkajarvi,-192.626485445002
Aq,Horkajarvi,-147.084349233589
Aq,Horkajarvi,-201.158739324915
Aq,Horkajarvi,-157.223090185798
Aq,Horkajarvi,-170.080532539256
Aq,Horkajarvi,-192.540593449435
Aq,Horkajarvi,-192.183712674208
Aq,Horkajarvi,-195.052249257348
Aq,Horkajarvi,-193.794541973716
Aq,Horkajarvi,-187.603811908317
Aq,Horkajarvi,-151.745678487439
Aq,Horkajarvi,-185.883678748912
Aq,Horkajarvi,-209.505156868343
Aq,Horkajarvi,-172.11492881825
Aq,Horkajarvi,-179.903287186322
Aq,Horkajarvi,-177.937450110847
Aq,Horkajarvi,-126.052943760835
Aq,Horkajarvi,-163.687284628763
Aq,Horkajarvi,-200.044194421288
Aq,Horkajarvi,-155.213732407824
Aq,Horkajarvi,-163.847092561193
Aq,Horkajarvi,-176.255343369262
Aq,Horkajarvi,-144.001755724671
Aq,Horkajarvi,-197.140018000248
Aq,Horkajarvi,-207.271449616878
Aq,Horkajarvi,-196.786647364815
Ter,Horkajarvi,-127.412482233614
Ter,Horkajarvi,-121.082559128441
Ter,Horkajarvi,-131.687408419202
Ter,Horkajarvi,-109.502071104933
Ter,Horkajarvi,-121.680526675613
Ter,Horkajarvi,-108.091534554209
Ter,Horkajarvi,-135.851785705534
Ter,Horkajarvi,-118.740427584637
Ter,Horkajarvi,-100.667966913172
Ter,Horkajarvi,-110.785638288829
Ter,Horkajarvi,-125.392915564113
Ter,Horkajarvi,-127.47773217815
Ter,Horkajarvi,-103.951742563728
Ter,Horkajarvi,-127.964675367155
Ter,Horkajarvi,-120.459484221298
Ter,Horkajarvi,-126.470343351653
Ter,Horkajarvi,-136.094477754728
Ter,Horkajarvi,-134.617071213231
Ter,Horkajarvi,-127.576911614765
Ter,Horkajarvi,-132.883606445913
Ter,Horkajarvi,-117.016023065243
Ter,Horkajarvi,-123.404147853216
Ter,Horkajarvi,-145.44149826269
Ter,Horkajarvi,-105.825365711932
Ter,Horkajarvi,-127.186322559704
Ter,Horkajarvi,-122.883373213908
Ter,Horkajarvi,-134.571064626464
Ter,Horkajarvi,-135.088201052858
Ter,Horkajarvi,-130.318267589269
Ter,Horkajarvi,-126.384892678582
Ter,Horkajarvi,-117.800371856354
Ter,Horkajarvi,-111.658620276106
Ter,Horkajarvi,-114.069596096488
Ter,Horkajarvi,-115.352441971541
Ter,Horkajarvi,-135.256905745278
Ter,Horkajarvi,-130.33945599335
Ter,Horkajarvi,-130.12885023744
Ter,Horkajarvi,-135.123570997789
Ter,Horkajarvi,-119.094096444794
Ter,Horkajarvi,-130.617783886577
Ter,Horkajarvi,-115.871855414379
Ter,Horkajarvi,-97.0139923155563
Ter,Horkajarvi,-104.91735901394
Ter,Horkajarvi,-110.913326670166
Ter,Horkajarvi,-111.184235035881
Ter,Horkajarvi,-127.101018266086
Ter,Horkajarvi,-123.906427965783
Ter,Horkajarvi,-111.894199590756
Ter,Horkajarvi,-126.954636136944
Ter,Horkajarvi,-113.6499518979
Ter,Horkajarvi,-112.091678492677
Ter,Horkajarvi,-102.590751085516
Ter,Horkajarvi,-127.308101399081
Ter,Horkajarvi,-117.032530528989
Ter,Horkajarvi,-126.938930969141
Ter,Horkajarvi,-132.815562790061
Ter,Horkajarvi,-144.104324566657
Ter,Horkajarvi,-140.218247959673
Ter,Horkajarvi,-134.730811797432
Ter,Horkajarvi,-114.221593060987
Ter,Horkajarvi,-103.026577582396
Ter,Horkajarvi,-121.636148385967
Ter,Horkajarvi,-119.3214584016
Ter,Horkajarvi,-134.51742500682
Ter,Horkajarvi,-120.944189581965
Ter,Horkajarvi,-101.700209204235
Ter,Horkajarvi,-116.684355036387
Ter,Horkajarvi,-109.061573721441
Ter,Horkajarvi,-107.475754153346
Ter,Horkajarvi,-105.125577772127
Ter,Horkajarvi,-126.981974049715
Ter,Horkajarvi,-122.781754633983
Ter,Horkajarvi,-136.716432864334
Ter,Horkajarvi,-120.153467458266
Ter,Horkajarvi,-128.744147976682
Ter,Horkajarvi,-120.811481538119
Ter,Horkajarvi,-141.528283558567
Ter,Horkajarvi,-125.65991679017
Ter,Horkajarvi,-132.361175422443
Ter,Horkajarvi,-116.524147344775
Ter,Horkajarvi,-116.282057499664
Ter,Horkajarvi,-127.782496552194
Ter,Horkajarvi,-117.770318680712
Ter,Horkajarvi,-123.462137783248
Ter,Horkajarvi,-123.3081038315
Ter,Horkajarvi,-114.048785616046
Ter,Horkajarvi,-128.792222490805
Ter,Horkajarvi,-128.115480131613
Ter,Horkajarvi,-122.622670915956
Ter,Horkajarvi,-121.688927362031
Ter,Horkajarvi,-115.562751489593
Ter,Horkajarvi,-130.57821024672
Ter,Horkajarvi,-104.298829475757
Ter,Horkajarvi,-131.475171338208
Ter,Horkajarvi,-123.771838997876
Ter,Horkajarvi,-123.259163499677
Ter,Horkajarvi,-130.791488284235
Ter,Horkajarvi,-109.456145493063
Ter,Horkajarvi,-112.25413347124
Ter,Horkajarvi,-110.505230274421
Aq,Joroisselka,-183.740640683836
Aq,Joroisselka,-154.063375363436
Aq,Joroisselka,-218.365821720356
Aq,Joroisselka,-196.160608888274
Aq,Joroisselka,-212.597243896307
Aq,Joroisselka,-205.915377349237
Aq,Joroisselka,-232.731363708096
Aq,Joroisselka,-179.113227421743
Aq,Joroisselka,-198.543601654385
Aq,Joroisselka,-175.242183573106
Aq,Joroisselka,-210.338326333382
Aq,Joroisselka,-160.043242140331
Aq,Joroisselka,-178.443446596758
Aq,Joroisselka,-170.937442293191
Aq,Joroisselka,-181.715141824238
Aq,Joroisselka,-232.15957006333
Aq,Joroisselka,-186.325932433319
Aq,Joroisselka,-220.864042814199
Aq,Joroisselka,-220.646879156602
Aq,Joroisselka,-151.307668683448
Aq,Joroisselka,-182.623772475406
Aq,Joroisselka,-159.599188670408
Aq,Joroisselka,-215.047171374429
Aq,Joroisselka,-149.502481390635
Aq,Joroisselka,-174.160548092471
Aq,Joroisselka,-188.587351275349
Aq,Joroisselka,-204.419514167506
Aq,Joroisselka,-210.099198512557
Aq,Joroisselka,-196.210270236751
Aq,Joroisselka,-166.756903102514
Aq,Joroisselka,-191.802748840703
Aq,Joroisselka,-174.342306078041
Aq,Joroisselka,-146.663821690512
Aq,Joroisselka,-168.264807178298
Aq,Joroisselka,-181.754569414122
Aq,Joroisselka,-184.638639688918
Aq,Joroisselka,-185.449456471983
Aq,Joroisselka,-163.469762225684
Aq,Joroisselka,-174.958307917691
Aq,Joroisselka,-182.375873240483
Aq,Joroisselka,-182.041838098418
Aq,Joroisselka,-182.27400382089
Aq,Joroisselka,-204.218719036921
Aq,Joroisselka,-182.249119630382
Aq,Joroisselka,-212.316601365047
Aq,Joroisselka,-134.720801665018
Aq,Joroisselka,-206.77943212197
Aq,Joroisselka,-189.258680304717
Aq,Joroisselka,-216.793306548515
Aq,Joroisselka,-167.674267367812
Aq,Joroisselka,-224.169688117224
Aq,Joroisselka,-207.60851052574
Aq,Joroisselka,-158.420579625448
Aq,Joroisselka,-231.930516982772
Aq,Joroisselka,-172.276856688077
Aq,Joroisselka,-218.484932717875
Aq,Joroisselka,-143.981026128334
Aq,Joroisselka,-217.935130637991
Aq,Joroisselka,-182.745543468232
Aq,Joroisselka,-169.489048056749
Aq,Joroisselka,-189.443609020918
Aq,Joroisselka,-212.97065742469
Aq,Joroisselka,-198.158201946651
Aq,Joroisselka,-212.653769758515
Aq,Joroisselka,-192.018110797507
Aq,Joroisselka,-197.559805832272
Aq,Joroisselka,-178.417591961463
Aq,Joroisselka,-198.372839130114
Aq,Joroisselka,-177.739770669204
Aq,Joroisselka,-153.502658553009
Aq,Joroisselka,-160.938350616169
Aq,Joroisselka,-191.710197843632
Aq,Joroisselka,-171.065854221117
Aq,Joroisselka,-184.211212436421
Aq,Joroisselka,-196.539846249428
Aq,Joroisselka,-163.52170278478
Aq,Joroisselka,-194.723927561413
Aq,Joroisselka,-176.685659489387
Aq,Joroisselka,-153.345865646788
Aq,Joroisselka,-141.139030569856
Aq,Joroisselka,-207.408679198342
Aq,Joroisselka,-228.686094841671
Aq,Joroisselka,-196.392901777997
Aq,Joroisselka,-177.499587071607
Aq,Joroisselka,-177.607052003902
Aq,Joroisselka,-210.508773732802
Aq,Joroisselka,-256.363666980685
Aq,Joroisselka,-133.676214264868
Aq,Joroisselka,-206.897008447624
Aq,Joroisselka,-181.37655253979
Aq,Joroisselka,-187.947426440132
Aq,Joroisselka,-181.524110445651
Aq,Joroisselka,-165.527228414395
Aq,Joroisselka,-179.639539425524
Aq,Joroisselka,-149.993005195493
Aq,Joroisselka,-193.896450103152
Aq,Joroisselka,-159.459165748557
Aq,Joroisselka,-187.957725131675
Aq,Joroisselka,-197.210640011212
Aq,Joroisselka,-163.816397297337
Ter,Joroisselka,-107.803367770865
Ter,Joroisselka,-127.101761434289
Ter,Joroisselka,-126.202527487543
Ter,Joroisselka,-89.9645130472169
Ter,Joroisselka,-130.708452858213
Ter,Joroisselka,-113.455963371461
Ter,Joroisselka,-128.072072186033
Ter,Joroisselka,-113.146243438622
Ter,Joroisselka,-116.373169844679
Ter,Joroisselka,-112.002072391078
Ter,Joroisselka,-110.326235994224
Ter,Joroisselka,-120.511124140143
Ter,Joroisselka,-106.786766584566
Ter,Joroisselka,-108.966027359844
Ter,Joroisselka,-103.847255127186
Ter,Joroisselka,-104.953031574264
Ter,Joroisselka,-120.263070281166
Ter,Joroisselka,-107.249108345146
Ter,Joroisselka,-116.017953724755
Ter,Joroisselka,-95.3420370983467
Ter,Joroisselka,-106.981549821919
Ter,Joroisselka,-124.261584885116
Ter,Joroisselka,-113.172372952753
Ter,Joroisselka,-133.904176429312
Ter,Joroisselka,-125.011697085654
Ter,Joroisselka,-113.095432173858
Ter,Joroisselka,-114.559718139084
Ter,Joroisselka,-128.003485969808
Ter,Joroisselka,-114.74946999306
Ter,Joroisselka,-116.450612517264
Ter,Joroisselka,-87.9337594765522
Ter,Joroisselka,-98.8756630241854
Ter,Joroisselka,-111.159171371105
Ter,Joroisselka,-95.6705641014612
Ter,Joroisselka,-138.023133154864
Ter,Joroisselka,-102.649104071969
Ter,Joroisselka,-142.949704723611
Ter,Joroisselka,-101.197511866844
Ter,Joroisselka,-111.649958178422
Ter,Joroisselka,-89.2035644662739
Ter,Joroisselka,-133.139005480644
Ter,Joroisselka,-95.3026023541249
Ter,Joroisselka,-98.8331911423377
Ter,Joroisselka,-101.405672127894
Ter,Joroisselka,-110.839786191694
Ter,Joroisselka,-111.521257374114
Ter,Joroisselka,-107.524197625441
Ter,Joroisselka,-114.831268538162
Ter,Joroisselka,-111.745854811667
Ter,Joroisselka,-107.377569627377
Ter,Joroisselka,-100.545841019842
Ter,Joroisselka,-112.144929718899
Ter,Joroisselka,-126.720120933739
Ter,Joroisselka,-134.754712651137
Ter,Joroisselka,-114.237614520665
Ter,Joroisselka,-135.520108955514
Ter,Joroisselka,-123.294656017639
Ter,Joroisselka,-129.057125966118
Ter,Joroisselka,-91.5266520455625
Ter,Joroisselka,-126.724146808248
Ter,Joroisselka,-105.593858898236
Ter,Joroisselka,-129.751744688016
Ter,Joroisselka,-101.783375567875
Ter,Joroisselka,-120.133793797581
Ter,Joroisselka,-122.370696478025
Ter,Joroisselka,-110.776076496338
Ter,Joroisselka,-98.2697016685328
Ter,Joroisselka,-111.426757535278
Ter,Joroisselka,-125.429954022177
Ter,Joroisselka,-117.518614088393
Ter,Joroisselka,-102.962772045633
Ter,Joroisselka,-114.457922903388
Ter,Joroisselka,-101.342484091136
Ter,Joroisselka,-107.207383403155
Ter,Joroisselka,-115.120018367308
Ter,Joroisselka,-120.126432988094
Ter,Joroisselka,-116.822143407114
Ter,Joroisselka,-109.41644258173
Ter,Joroisselka,-135.199298664867
Ter,Joroisselka,-88.6922221651906
Ter,Joroisselka,-94.7734287053875
Ter,Joroisselka,-115.149175319014
Ter,Joroisselka,-119.926009495061
Ter,Joroisselka,-107.218751098617
Ter,Joroisselka,-104.261894902919
Ter,Joroisselka,-112.081978059855
Ter,Joroisselka,-137.023500597758
Ter,Joroisselka,-122.122759082941
Ter,Joroisselka,-112.422731266468
Ter,Joroisselka,-113.825694028607
Ter,Joroisselka,-93.0096899763521
Ter,Joroisselka,-112.748584374983
Ter,Joroisselka,-108.161276889864
Ter,Joroisselka,-115.526788148965
Ter,Joroisselka,-123.022573914768
Ter,Joroisselka,-110.818957383511
Ter,Joroisselka,-107.228203001179
Ter,Joroisselka,-103.900895281879
Ter,Joroisselka,-118.508091660582
Ter,Joroisselka,-105.169746211229
Aq,Jyvasjarvi,-194.18892236574
Aq,Jyvasjarvi,-236.76416705821
Aq,Jyvasjarvi,-196.272092911514
Aq,Jyvasjarvi,-172.851961227546
Aq,Jyvasjarvi,-201.78343535322
Aq,Jyvasjarvi,-216.251964544403
Aq,Jyvasjarvi,-183.449006085705
Aq,Jyvasjarvi,-145.002676298514
Aq,Jyvasjarvi,-180.491111823159
Aq,Jyvasjarvi,-187.273044376144
Aq,Jyvasjarvi,-191.606496514233
Aq,Jyvasjarvi,-224.457259958583
Aq,Jyvasjarvi,-229.058802860178
Aq,Jyvasjarvi,-185.293532090365
Aq,Jyvasjarvi,-190.118299021552
Aq,Jyvasjarvi,-189.939016555319
Aq,Jyvasjarvi,-188.049328209775
Aq,Jyvasjarvi,-201.370978367467
Aq,Jyvasjarvi,-181.764609341172
Aq,Jyvasjarvi,-178.344114632057
Aq,Jyvasjarvi,-152.325229784734
Aq,Jyvasjarvi,-194.214190634234
Aq,Jyvasjarvi,-215.985720069336
Aq,Jyvasjarvi,-236.276077283493
Aq,Jyvasjarvi,-172.43873444442
Aq,Jyvasjarvi,-222.482125329468
Aq,Jyvasjarvi,-210.358377299059
Aq,Jyvasjarvi,-169.135656833797
Aq,Jyvasjarvi,-219.498266862633
Aq,Jyvasjarvi,-183.645528054431
Aq,Jyvasjarvi,-171.448833561271
Aq,Jyvasjarvi,-175.262905887098
Aq,Jyvasjarvi,-182.078382462495
Aq,Jyvasjarvi,-187.594370101718
Aq,Jyvasjarvi,-155.906369475431
Aq,Jyvasjarvi,-233.671356138744
Aq,Jyvasjarvi,-194.169217753885
Aq,Jyvasjarvi,-187.929816804298
Aq,Jyvasjarvi,-210.272977254814
Aq,Jyvasjarvi,-200.131532532873
Aq,Jyvasjarvi,-217.964791090409
Aq,Jyvasjarvi,-229.730633072573
Aq,Jyvasjarvi,-170.747248364248
Aq,Jyvasjarvi,-163.573532835929
Aq,Jyvasjarvi,-210.316216968048
Aq,Jyvasjarvi,-176.393405395002
Aq,Jyvasjarvi,-241.968156058506
Aq,Jyvasjarvi,-194.689313418442
Aq,Jyvasjarvi,-200.209388069265
Aq,Jyvasjarvi,-192.897220909553
Aq,Jyvasjarvi,-181.444697603457
Aq,Jyvasjarvi,-168.864113170761
Aq,Jyvasjarvi,-211.357274177271
Aq,Jyvasjarvi,-153.511933030603
Aq,Jyvasjarvi,-177.460802287545
Aq,Jyvasjarvi,-198.860664919498
Aq,Jyvasjarvi,-154.885062703494
Aq,Jyvasjarvi,-173.670451663468
Aq,Jyvasjarvi,-189.788419752001
Aq,Jyvasjarvi,-185.756842176306
Aq,Jyvasjarvi,-213.150798564995
Aq,Jyvasjarvi,-213.791597596681
Aq,Jyvasjarvi,-139.357905364418
Aq,Jyvasjarvi,-197.447417641501
Aq,Jyvasjarvi,-187.733460846536
Aq,Jyvasjarvi,-228.755166491112
Aq,Jyvasjarvi,-198.731767764451
Aq,Jyvasjarvi,-161.843959049876
Aq,Jyvasjarvi,-188.987606127089
Aq,Jyvasjarvi,-198.354544420861
Aq,Jyvasjarvi,-202.538329241615
Aq,Jyvasjarvi,-177.816551008294
Aq,Jyvasjarvi,-184.647891644021
Aq,Jyvasjarvi,-160.834501411302
Aq,Jyvasjarvi,-217.096291083319
Aq,Jyvasjarvi,-202.170628679618
Aq,Jyvasjarvi,-198.888811629686
Aq,Jyvasjarvi,-187.221733982024
Aq,Jyvasjarvi,-183.673136840255
Aq,Jyvasjarvi,-193.155159804104
Aq,Jyvasjarvi,-245.680095825719
Aq,Jyvasjarvi,-209.066323573276
Aq,Jyvasjarvi,-185.194724500195
Aq,Jyvasjarvi,-197.119928218064
Aq,Jyvasjarvi,-180.890972128656
Aq,Jyvasjarvi,-155.020156983843
Aq,Jyvasjarvi,-220.773633682992
Aq,Jyvasjarvi,-168.091442435354
Aq,Jyvasjarvi,-199.926843908709
Aq,Jyvasjarvi,-184.751261774559
Aq,Jyvasjarvi,-170.979466636635
Aq,Jyvasjarvi,-199.168628910526
Aq,Jyvasjarvi,-201.625100590958
Aq,Jyvasjarvi,-190.67150070208
Aq,Jyvasjarvi,-176.321770640881
Aq,Jyvasjarvi,-193.06570831365
Aq,Jyvasjarvi,-187.175124268918
Aq,Jyvasjarvi,-210.455063133566
Aq,Jyvasjarvi,-210.887046994175
Aq,Jyvasjarvi,-199.473748211935
Ter,Jyvasjarvi,-121.401316653278
Ter,Jyvasjarvi,-140.465187063183
Ter,Jyvasjarvi,-128.502171858551
Ter,Jyvasjarvi,-123.345733175136
Ter,Jyvasjarvi,-112.191243163803
Ter,Jyvasjarvi,-138.03848283346
Ter,Jyvasjarvi,-139.356144204312
Ter,Jyvasjarvi,-140.135434389611
Ter,Jyvasjarvi,-97.1690305704466
Ter,Jyvasjarvi,-122.972829828748
Ter,Jyvasjarvi,-101.791942419846
Ter,Jyvasjarvi,-125.025129012036
Ter,Jyvasjarvi,-136.033827860976
Ter,Jyvasjarvi,-126.42111853454
Ter,Jyvasjarvi,-111.181392747377
Ter,Jyvasjarvi,-121.49723919944
Ter,Jyvasjarvi,-126.281229679579
Ter,Jyvasjarvi,-127.322038088908
Ter,Jyvasjarvi,-124.878296720656
Ter,Jyvasjarvi,-106.995408938149
Ter,Jyvasjarvi,-121.491773496242
Ter,Jyvasjarvi,-118.149523274477
Ter,Jyvasjarvi,-112.296391712028
Ter,Jyvasjarvi,-134.171085404369
Ter,Jyvasjarvi,-124.856568447736
Ter,Jyvasjarvi,-126.112130247502
Ter,Jyvasjarvi,-120.703862747756
Ter,Jyvasjarvi,-120.60823996558
Ter,Jyvasjarvi,-130.004877552636
Ter,Jyvasjarvi,-132.171100082437
Ter,Jyvasjarvi,-146.505257754773
Ter,Jyvasjarvi,-106.684262780613
Ter,Jyvasjarvi,-132.429329391277
Ter,Jyvasjarvi,-133.165101220232
Ter,Jyvasjarvi,-125.162041928143
Ter,Jyvasjarvi,-127.1669324888
Ter,Jyvasjarvi,-110.173274058164
Ter,Jyvasjarvi,-115.74463273649
Ter,Jyvasjarvi,-145.903195888239
Ter,Jyvasjarvi,-127.93990495025
Ter,Jyvasjarvi,-134.928381926042
Ter,Jyvasjarvi,-126.297843581013
Ter,Jyvasjarvi,-117.089244879835
Ter,Jyvasjarvi,-149.203940311077
Ter,Jyvasjarvi,-122.345722401561
Ter,Jyvasjarvi,-138.23055540027
Ter,Jyvasjarvi,-125.217681124604
Ter,Jyvasjarvi,-130.828066671553
Ter,Jyvasjarvi,-119.821120821364
Ter,Jyvasjarvi,-130.573936265903
Ter,Jyvasjarvi,-97.4513681560486
Ter,Jyvasjarvi,-138.426834587179
Ter,Jyvasjarvi,-142.220230755461
Ter,Jyvasjarvi,-127.756216264431
Ter,Jyvasjarvi,-124.35548542116
Ter,Jyvasjarvi,-130.355322131309
Ter,Jyvasjarvi,-131.366805433041
Ter,Jyvasjarvi,-131.049741687112
Ter,Jyvasjarvi,-140.047389258472
Ter,Jyvasjarvi,-125.663835737616
Ter,Jyvasjarvi,-149.295058699205
Ter,Jyvasjarvi,-132.72143132206
Ter,Jyvasjarvi,-121.956826244645
Ter,Jyvasjarvi,-101.728185770949
Ter,Jyvasjarvi,-110.582757907117
Ter,Jyvasjarvi,-105.327038831886
Ter,Jyvasjarvi,-130.55179058592
Ter,Jyvasjarvi,-142.286566596541
Ter,Jyvasjarvi,-122.051692654648
Ter,Jyvasjarvi,-104.270316530918
Ter,Jyvasjarvi,-131.367714588266
Ter,Jyvasjarvi,-133.959882523892
Ter,Jyvasjarvi,-112.034671981565
Ter,Jyvasjarvi,-133.908965699997
Ter,Jyvasjarvi,-112.487436505377
Ter,Jyvasjarvi,-100.775963031842
Ter,Jyvasjarvi,-109.417556178543
Ter,Jyvasjarvi,-143.002882250343
Ter,Jyvasjarvi,-138.632273268178
Ter,Jyvasjarvi,-131.334144109853
Ter,Jyvasjarvi,-122.797863303857
Ter,Jyvasjarvi,-113.66059289447
Ter,Jyvasjarvi,-118.253681609483
Ter,Jyvasjarvi,-125.49477033934
Ter,Jyvasjarvi,-116.590780327889
Ter,Jyvasjarvi,-134.460564532403
Ter,Jyvasjarvi,-122.222588674684
Ter,Jyvasjarvi,-138.659724240993
Ter,Jyvasjarvi,-127.855781352602
Ter,Jyvasjarvi,-132.987153353446
Ter,Jyvasjarvi,-131.833413558603
Ter,Jyvasjarvi,-112.560715920813
Ter,Jyvasjarvi,-131.701077735803
Ter,Jyvasjarvi,-118.333376289015
Ter,Jyvasjarvi,-124.028937358979
Ter,Jyvasjarvi,-113.755458410467
Ter,Jyvasjarvi,-106.496163701573
Ter,Jyvasjarvi,-119.495951334477
Ter,Jyvasjarvi,-125.230970581838
Ter,Jyvasjarvi,-121.416091100169
Aq,Kakkisenjarvi,-229.718323068568
Aq,Kakkisenjarvi,-173.262776713642
Aq,Kakkisenjarvi,-190.853450523363
Aq,Kakkisenjarvi,-186.594247908015
Aq,Kakkisenjarvi,-191.011909013422
Aq,Kakkisenjarvi,-201.963784146017
Aq,Kakkisenjarvi,-196.965605953031
Aq,Kakkisenjarvi,-168.67540994511
Aq,Kakkisenjarvi,-226.174421567796
Aq,Kakkisenjarvi,-174.585463016695
Aq,Kakkisenjarvi,-198.02146182546
Aq,Kakkisenjarvi,-162.183772272556
Aq,Kakkisenjarvi,-189.881683737576
Aq,Kakkisenjarvi,-168.27617605155
Aq,Kakkisenjarvi,-180.19613380459
Aq,Kakkisenjarvi,-163.783864615826
