source,Lake,d2H
Aq,Alajarvi,-178.003612591681
Aq,Alajarvi,-182.08732961451
Aq,Alajarvi,-204.693771987444
Aq,Alajarvi,-179.550302721877
Aq,Alajarvi,-154.88956052228
Aq,Alajarvi,-214.692145271135
Aq,Alajarvi,-164.75281803742
Aq,Alajarvi,-156.556912053855
Aq,Alajarvi,-173.641005653407
Aq,Alajarvi,-158.658994627825
Aq,Alajarvi,-165.443449649786
Aq,Alajarvi,-177.783950178497
Aq,Alajarvi,-199.064827617908
Aq,Alajarvi,-216.227220714131
Aq,Alajarvi,-206.694010631537
Aq,Alajarvi,-165.796071174512
Aq,Alajarvi,-109.27271453231
Aq,Alajarvi,-166.096704642572
Aq,Alajarvi,-185.850829942432
Aq,Alajarvi,-175.725296445886
Aq,Alajarvi,-156.135781862255
Aq,Alajarvi,-228.189318422735
Aq,Alajarvi,-183.340773262677
Aq,Alajarvi,-188.543342541639
Aq,Alajarvi,-166.393635448211
Aq,Alajarvi,-174.947051093299
Aq,Alajarvi,-179.684043328238
Aq,Alajarvi,-234.166097634243
Aq,Alajarvi,-196.200489818738
Aq,Alajarvi,-204.742800674663
Aq,Alajarvi,-187.119392990367
Aq,Alajarvi,-198.713074213448
Aq,Alajarvi,-195.004126773077
Aq,Alajarvi,-170.557610794133
Aq,Alajarvi,-199.438208346052
Aq,Alajarvi,-215.929943861058
Aq,Alajarvi,-165.544297833381
Aq,Alajarvi,-197.395383028506
Aq,Alajarvi,-179.25974718385
Aq,Alajarvi,-182.305261849353
Aq,Alajarvi,-239.803537445962
Aq,Alajarvi,-163.565486223964
Aq,Alajarvi,-183.43703638472
Aq,Alajarvi,-141.238511652439
Aq,Alajarvi,-156.508325106945
Aq,Alajarvi,-200.573142753849
Aq,Alajarvi,-167.037872839357
Aq,Alajarvi,-197.272203324294
Aq,Alajarvi,-170.958284531064
Aq,Alajarvi,-237.308059836155
Aq,Alajarvi,-198.807467084577
Aq,Alajarvi,-150.736085382863
Aq,Alajarvi,-165.112981389515
Aq,Alajarvi,-197.885886249694
Aq,Alajarvi,-134.044657525144
Aq,Alajarvi,-175.273584274598
Aq,Alajarvi,-192.545986857573
Aq,Alajarvi,-135.45957531439
Aq,Alajarvi,-170.881166078806
Aq,Alajarvi,-186.801062867185
Aq,Alajarvi,-164.153077495864
Aq,Alajarvi,-200.857215401936
Aq,Alajarvi,-152.637555381563
Aq,Alajarvi,-183.951440169267
Aq,Alajarvi,-203.667553260418
Aq,Alajarvi,-190.952953308894
Aq,Alajarvi,-166.534154798389
Aq,Alajarvi,-181.361191749057
Aq,Alajarvi,-212.862078702157
Aq,Alajarvi,-142.489430657873
Aq,Alajarvi,-197.288146008655
Aq,Alajarvi,-163.018444097889
Aq,Alajarvi,-192.329619661064
Aq,Alajarvi,-204.14939245331
Aq,Alajarvi,-203.875130467475
Aq,Alajarvi,-224.335665002116
Aq,Alajarvi,-168.823547402478
Aq,Alajarvi,-148.923258351418
Aq,Alajarvi,-182.667418610354
Aq,Alajarvi,-166.871521630522
Aq,Alajarvi,-164.194065419499
Aq,Alajarvi,-206.29008324771
Aq,Alajarvi,-176.02340204981
Aq,Alajarvi,-176.368119965953
Aq,Alajarvi,-177.039220659978
Aq,Alajarvi,-166.758604957582
Aq,Alajarvi,-169.077216324065
Aq,Alajarvi,-138.428118267149
Aq,Alajarvi,-216.003400187353
Aq,Alajarvi,-215.497085491441
Aq,Alajarvi,-200.836869515149
Aq,Alajarvi,-222.293973054524
Aq,Alajarvi,-208.662751496009
Aq,Alajarvi,-182.648451216371
Aq,Alajarvi,-191.692950583213
Aq,Alajarvi,-218.167997841235
Aq,Alajarvi,-179.372291201105
Aq,Alajarvi,-176.24690553371
Aq,Alajarvi,-159.756797566814
Aq,Alajarvi,-212.702067707332
Ter,Alajarvi,-114.531479033338
Ter,Alajarvi,-117.973447837379
Ter,Alajarvi,-116.349960230162
Ter,Alajarvi,-131.543576192642
Ter,Alajarvi,-91.8776528154054
Ter,Alajarvi,-121.480681700886
Ter,Alajarvi,-126.124951369101
Ter,Alajarvi,-118.17886865779
Ter,Alajarvi,-115.695725625381
Ter,Alajarvi,-110.745187610211
Ter,Alajarvi,-122.624340986705
Ter,Alajarvi,-104.716698350316
Ter,Alajarvi,-106.288008074755
Ter,Alajarvi,-98.5997089062889
Ter,Alajarvi,-120.860981867165
Ter,Alajarvi,-131.382251939264
Ter,Alajarvi,-111.478404719105
Ter,Alajarvi,-133.863529497988
Ter,Alajarvi,-105.667851804978
Ter,Alajarvi,-117.068878513595
Ter,Alajarvi,-113.320567002156
Ter,Alajarvi,-109.12767619375
Ter,Alajarvi,-105.398434520999
Ter,Alajarvi,-111.924307197141
Ter,Alajarvi,-110.882964335812
Ter,Alajarvi,-102.476650357052
Ter,Alajarvi,-123.751219277321
Ter,Alajarvi,-123.890478313622
Ter,Alajarvi,-110.237541036559
Ter,Alajarvi,-104.346345039781
Ter,Alajarvi,-107.174993890067
Ter,Alajarvi,-101.354961340745
Ter,Alajarvi,-119.019509306643
Ter,Alajarvi,-120.622192873808
Ter,Alajarvi,-120.161691975329
Ter,Alajarvi,-127.663088714775
Ter,Alajarvi,-95.060147853982
Ter,Alajarvi,-111.006295658038
Ter,Alajarvi,-109.141278795422
Ter,Alajarvi,-102.250288286953
Ter,Alajarvi,-100.958097382896
Ter,Alajarvi,-125.004009820029
Ter,Alajarvi,-109.822950092261
Ter,Alajarvi,-127.276301447404
Ter,Alajarvi,-135.136312042205
Ter,Alajarvi,-123.515210518327
Ter,Alajarvi,-111.067135370409
Ter,Alajarvi,-101.572345508832
Ter,Alajarvi,-120.655618724997
Ter,Alajarvi,-127.627764627891
Ter,Alajarvi,-112.1197903608
Ter,Alajarvi,-83.2303357380373
Ter,Alajarvi,-111.513675810417
Ter,Alajarvi,-122.099629837222
Ter,Alajarvi,-103.786739602906
Ter,Alajarvi,-105.291818460182
Ter,Alajarvi,-124.661388688908
Ter,Alajarvi,-115.824521504606
Ter,Alajarvi,-104.425318552517
Ter,Alajarvi,-124.846426241307
Ter,Alajarvi,-129.589367494394
Ter,Alajarvi,-122.147985557192
Ter,Alajarvi,-154.618307498137
Ter,Alajarvi,-135.067197386919
Ter,Alajarvi,-118.922718849015
Ter,Alajarvi,-114.683538132051
Ter,Alajarvi,-105.08049526713
Ter,Alajarvi,-114.591552088579
Ter,Alajarvi,-126.857898731647
Ter,Alajarvi,-115.792945990952
Ter,Alajarvi,-110.1160459552
Ter,Alajarvi,-139.72348680608
Ter,Alajarvi,-126.970252003126
Ter,Alajarvi,-109.4587894989
Ter,Alajarvi,-113.526720726416
Ter,Alajarvi,-113.869513439332
Ter,Alajarvi,-119.652093574341
Ter,Alajarvi,-104.684116936727
Ter,Alajarvi,-119.833765169633
Ter,Alajarvi,-130.379108663661
Ter,Alajarvi,-121.24488269168
Ter,Alajarvi,-128.74034042614
Ter,Alajarvi,-95.7737573225373
Ter,Alajarvi,-106.353020709684
Ter,Alajarvi,-120.272432896209
Ter,Alajarvi,-125.516988594653
Ter,Alajarvi,-122.558265431878
Ter,Alajarvi,-124.886582301745
Ter,Alajarvi,-108.785181439843
Ter,Alajarvi,-120.297716200683
Ter,Alajarvi,-119.633209171917
Ter,Alajarvi,-135.641350972913
Ter,Alajarvi,-111.29354050893
Ter,Alajarvi,-120.890069462593
Ter,Alajarvi,-109.585418862575
Ter,Alajarvi,-89.7424731715881
Ter,Alajarvi,-127.975447963214
Ter,Alajarvi,-105.023609171901
Ter,Alajarvi,-111.286770608309
Ter,Alajarvi,-100.882333643043
Aq,Alanne,-189.027632712306
Aq,Alanne,-175.07122933794
Aq,Alanne,-196.989438805784
Aq,Alanne,-166.957390904342
Aq,Alanne,-202.763458485083
Aq,Alanne,-198.092049683253
Aq,Alanne,-197.054489456304
Aq,Alanne,-194.122510358812
Aq,Alanne,-182.06053813815
Aq,Alanne,-176.063989412632
Aq,Alanne,-196.264656490307
Aq,Alanne,-170.10695063011
Aq,Alanne,-219.962022700144
Aq,Alanne,-174.574956094056
Aq,Alanne,-177.82243078382
Aq,Alanne,-184.931450174583
Aq,Alanne,-205.545362760541
Aq,Alanne,-207.447336971625
Aq,Alanne,-170.883450590584
Aq,Alanne,-233.901368071717
Aq,Alanne,-245.084393843529
Aq,Alanne,-225.825865372905
Aq,Alanne,-197.392595544543
Aq,Alanne,-208.367291615969
Aq,Alanne,-227.32501877404
Aq,Alanne,-192.116379969326
Aq,Alanne,-210.326340089939
Aq,Alanne,-188.207453788575
Aq,Alanne,-167.424558759971
Aq,Alanne,-221.200254639926
Aq,Alanne,-208.928583417365
Aq,Alanne,-174.6174116636
Aq,Alanne,-210.840717697469
Aq,Alanne,-174.465116192377
Aq,Alanne,-203.267459788653
Aq,Alanne,-163.811097015032
Aq,Alanne,-221.99414420677
Aq,Alanne,-142.272915804823
Aq,Alanne,-175.55090759046
Aq,Alanne,-177.692053235994
Aq,Alanne,-218.602329790898
Aq,Alanne,-208.062567196465
Aq,Alanne,-215.221475226248
Aq,Alanne,-222.404141128426
Aq,Alanne,-200.643888065068
Aq,Alanne,-161.578126735811
Aq,Alanne,-202.136502191301
Aq,Alanne,-167.683901736666
Aq,Alanne,-201.130039058419
Aq,Alanne,-197.143085632966
Aq,Alanne,-176.816994253932
Aq,Alanne,-173.256303182169
Aq,Alanne,-219.865747345825
Aq,Alanne,-227.868886863371
Aq,Alanne,-232.335988116175
Aq,Alanne,-152.219470442723
Aq,Alanne,-194.084801018758
Aq,Alanne,-183.635786560876
Aq,Alanne,-143.154823994292
Aq,Alanne,-184.454713682041
Aq,Alanne,-248.921315007518
Aq,Alanne,-201.345927950332
Aq,Alanne,-202.313835901161
Aq,Alanne,-196.82351092698
Aq,Alanne,-188.127082056674
Aq,Alanne,-191.528157374672
Aq,Alanne,-154.228748190887
Aq,Alanne,-177.481577233746
Aq,Alanne,-235.671155474894
Aq,Alanne,-203.943971402105
Aq,Alanne,-241.549437715608
Aq,Alanne,-202.484667016153
Aq,Alanne,-226.806487199544
Aq,Alanne,-192.980050183932
Aq,Alanne,-229.38527190026
Aq,Alanne,-197.463024378456
Aq,Alanne,-174.112796562344
Aq,Alanne,-217.148354260487
Aq,Alanne,-216.30919035763
Aq,Alanne,-159.838906197826
Aq,Alanne,-213.322721555042
Aq,Alanne,-180.027803125341
Aq,Alanne,-189.426896423421
Aq,Alanne,-194.170689428745
Aq,Alanne,-211.730256488029
Aq,Alanne,-216.996342287938
Aq,Alanne,-186.351972662659
Aq,Alanne,-181.58243591885
Aq,Alanne,-183.674442458269
Aq,Alanne,-198.427036318873
Aq,Alanne,-240.750722716834
Aq,Alanne,-183.165170261699
Aq,Alanne,-210.490102207699
Aq,Alanne,-217.195964547151
Aq,Alanne,-232.981993121712
Aq,Alanne,-223.460890480532
Aq,Alanne,-222.168502385496
Aq,Alanne,-178.164097935898
Aq,Alanne,-181.938556615517
Aq,Alanne,-174.043220971059
Ter,Alanne,-115.58929409469
Ter,Alanne,-127.615552940552
Ter,Alanne,-129.922214226303
Ter,Alanne,-108.383867259458
Ter,Alanne,-126.768007768994
Ter,Alanne,-114.364034275708
Ter,Alanne,-108.904342238898
Ter,Alanne,-112.472814621388
Ter,Alanne,-139.306203938516
Ter,Alanne,-100.389811913002
Ter,Alanne,-114.102912228837
Ter,Alanne,-114.285967017544
Ter,Alanne,-122.446642125477
Ter,Alanne,-103.939054316431
Ter,Alanne,-128.051466733786
Ter,Alanne,-115.687254365699
Ter,Alanne,-136.680161415637
Ter,Alanne,-138.704695806471
Ter,Alanne,-113.14630427533
Ter,Alanne,-134.940522158366
Ter,Alanne,-126.262006297105
Ter,Alanne,-116.873109210113
Ter,Alanne,-130.377973054458
Ter,Alanne,-120.821325162771
Ter,Alanne,-126.026363656257
Ter,Alanne,-124.771869961013
Ter,Alanne,-123.420032899217
Ter,Alanne,-98.0833055036228
Ter,Alanne,-135.309776697271
Ter,Alanne,-112.326892934835
Ter,Alanne,-127.569405629136
Ter,Alanne,-117.00190228985
Ter,Alanne,-125.019978850923
Ter,Alanne,-133.033112374861
Ter,Alanne,-109.657481460994
Ter,Alanne,-108.175097616707
Ter,Alanne,-90.071276607129
Ter,Alanne,-102.402149055968
Ter,Alanne,-91.8338712925959
Ter,Alanne,-131.740691272014
Ter,Alanne,-125.861430962734
Ter,Alanne,-130.374663926693
Ter,Alanne,-137.28228673989
Ter,Alanne,-107.88572435409
Ter,Alanne,-101.201370579377
Ter,Alanne,-91.2055001837369
Ter,Alanne,-100.183974528074
Ter,Alanne,-126.019003713227
Ter,Alanne,-121.792225621198
Ter,Alanne,-98.4149139404201
Ter,Alanne,-121.269004922647
Ter,Alanne,-132.133896999772
Ter,Alanne,-141.440232298161
Ter,Alanne,-125.53596950125
Ter,Alanne,-118.204047368817
Ter,Alanne,-132.736490458628
Ter,Alanne,-135.335047105349
Ter,Alanne,-123.603106701584
Ter,Alanne,-122.704407214495
Ter,Alanne,-116.109875290698
Ter,Alanne,-119.115755481343
Ter,Alanne,-114.51750541145
Ter,Alanne,-127.941765925206
Ter,Alanne,-111.908399179066
Ter,Alanne,-119.462569454787
Ter,Alanne,-138.891142927815
Ter,Alanne,-110.087805476787
Ter,Alanne,-104.10709124653
Ter,Alanne,-118.423993123403
Ter,Alanne,-130.381120344989
Ter,Alanne,-113.555914806046
Ter,Alanne,-120.437018923155
Ter,Alanne,-102.566606834282
Ter,Alanne,-115.903419698819
Ter,Alanne,-107.435640734871
Ter,Alanne,-142.170727962588
Ter,Alanne,-133.932372242946
Ter,Alanne,-125.412652249015
Ter,Alanne,-114.901281087464
Ter,Alanne,-127.201069339455
Ter,Alanne,-134.986959359957
Ter,Alanne,-135.742270442763
Ter,Alanne,-135.935254559165
Ter,Alanne,-122.676649857425
Ter,Alanne,-127.698535736495
Ter,Alanne,-96.5580060067103
Ter,Alanne,-137.951777600533
Ter,Alanne,-115.994935052091
Ter,Alanne,-97.8973753843705
Ter,Alanne,-140.989872656594
Ter,Alanne,-124.493819341139
Ter,Alanne,-98.6813064958471
Ter,Alanne,-121.682773558191
Ter,Alanne,-138.022361358856
Ter,Alanne,-98.5215405847368
Ter,Alanne,-127.801482812547
Ter,Alanne,-117.333544176278
Ter,Alanne,-108.985031383067
Ter,Alanne,-112.001527990076
Ter,Alanne,-123.673440412315
Aq,Arkusjarvi,-185.035339770795
Aq,Arkusjarvi,-196.358508590039
Aq,Arkusjarvi,-162.079948568796
Aq,Arkusjarvi,-187.699520718139
Aq,Arkusjarvi,-183.573855516964
Aq,Arkusjarvi,-173.393486552329
Aq,Arkusjarvi,-162.168980203733
Aq,Arkusjarvi,-169.445631469441
Aq,Arkusjarvi,-168.61212867511
Aq,Arkusjarvi,-169.084621987904
Aq,Arkusjarvi,-203.811856621993
Aq,Arkusjarvi,-148.744125509685
Aq,Arkusjarvi,-169.541638215884
Aq,Arkusjarvi,-170.861046618424
Aq,Arkusjarvi,-163.304462781998
Aq,Arkusjarvi,-183.668078659377
Aq,Arkusjarvi,-188.121489994172
Aq,Arkusjarvi,-163.060127236962
Aq,Arkusjarvi,-207.366086335823
Aq,Arkusjarvi,-213.942092576997
Aq,Arkusjarvi,-185.365874631051
Aq,Arkusjarvi,-168.477555464456
Aq,Arkusjarvi,-127.904633352413
Aq,Arkusjarvi,-205.904587264461
Aq,Arkusjarvi,-214.935082346641
Aq,Arkusjarvi,-114.076992015766
Aq,Arkusjarvi,-139.141710269712
Aq,Arkusjarvi,-179.397386358796
Aq,Arkusjarvi,-152.391314162836
Aq,Arkusjarvi,-204.459194916066
Aq,Arkusjarvi,-211.758063865146
Aq,Arkusjarvi,-207.594190182421
Aq,Arkusjarvi,-169.861326524336
Aq,Arkusjarvi,-160.436336808075
Aq,Arkusjarvi,-167.709715670944
Aq,Arkusjarvi,-178.309926014102
Aq,Arkusjarvi,-167.777269649527
Aq,Arkusjarvi,-176.107539097327
Aq,Arkusjarvi,-176.34784054613
Aq,Arkusjarvi,-175.890511042816
Aq,Arkusjarvi,-161.078193804164
Aq,Arkusjarvi,-126.988358549261
Aq,Arkusjarvi,-146.377094140903
Aq,Arkusjarvi,-161.207246757713
Aq,Arkusjarvi,-170.398720408828
Aq,Arkusjarvi,-147.136989813755
Aq,Arkusjarvi,-223.385839044677
Aq,Arkusjarvi,-149.554468234026
Aq,Arkusjarvi,-195.189748452275
Aq,Arkusjarvi,-156.420093440102
Aq,Arkusjarvi,-117.441421217311
Aq,Arkusjarvi,-178.029044160069
Aq,Arkusjarvi,-215.131378546339
Aq,Arkusjarvi,-160.007601396264
Aq,Arkusjarvi,-202.179755098345
Aq,Arkusjarvi,-183.875798664792
Aq,Arkusjarvi,-177.410515116031
Aq,Arkusjarvi,-171.843735151606
Aq,Arkusjarvi,-165.617969134165
Aq,Arkusjarvi,-210.334659843066
Aq,Arkusjarvi,-192.24451814709
Aq,Arkusjarvi,-190.158344642546
Aq,Arkusjarvi,-161.702167006794
Aq,Arkusjarvi,-145.58096170166
Aq,Arkusjarvi,-167.852573479527
Aq,Arkusjarvi,-187.59501660769
Aq,Arkusjarvi,-167.618292032523
Aq,Arkusjarvi,-196.162003918936
Aq,Arkusjarvi,-173.019810143709
Aq,Arkusjarvi,-189.818920121757
Aq,Arkusjarvi,-163.365906711975
Aq,Arkusjarvi,-202.343836633445
Aq,Arkusjarvi,-171.985141572223
Aq,Arkusjarvi,-118.430800222955
Aq,Arkusjarvi,-181.041298477113
Aq,Arkusjarvi,-162.374942931899
Aq,Arkusjarvi,-151.320427654283
Aq,Arkusjarvi,-183.630545053742
Aq,Arkusjarvi,-180.681847116204
Aq,Arkusjarvi,-152.415967160022
Aq,Arkusjarvi,-174.933326229856
Aq,Arkusjarvi,-168.054679383047
Aq,Arkusjarvi,-183.859320653241
Aq,Arkusjarvi,-177.573437195069
Aq,Arkusjarvi,-172.632723380256
Aq,Arkusjarvi,-145.108524685861
Aq,Arkusjarvi,-213.467010936395
Aq,Arkusjarvi,-176.194959352642
Aq,Arkusjarvi,-205.27788467627
Aq,Arkusjarvi,-126.27656628908
Aq,Arkusjarvi,-138.224546870189
Aq,Arkusjarvi,-145.309607423755
Aq,Arkusjarvi,-158.821639950664
Aq,Arkusjarvi,-184.962568017962
Aq,Arkusjarvi,-201.800627124359
Aq,Arkusjarvi,-202.548675835013
Aq,Arkusjarvi,-165.464935487206
Aq,Arkusjarvi,-176.391877110194
Aq,Arkusjarvi,-180.875411514918
Aq,Arkusjarvi,-203.006498032879
Ter,Arkusjarvi,-129.013447235234
Ter,Arkusjarvi,-115.793010508427
Ter,Arkusjarvi,-101.530393777085
Ter,Arkusjarvi,-139.539992225151
Ter,Arkusjarvi,-130.614377373316
Ter,Arkusjarvi,-119.715128475483
Ter,Arkusjarvi,-129.719158705893
Ter,Arkusjarvi,-102.562295838033
Ter,Arkusjarvi,-107.940162106534
Ter,Arkusjarvi,-107.0681494507
Ter,Arkusjarvi,-126.535371778369
Ter,Arkusjarvi,-127.170781235344
Ter,Arkusjarvi,-121.684830757233
Ter,Arkusjarvi,-113.414802162279
Ter,Arkusjarvi,-113.010860125456
Ter,Arkusjarvi,-125.583949654036
Ter,Arkusjarvi,-139.495303511238
Ter,Arkusjarvi,-120.536445230243
Ter,Arkusjarvi,-145.565022548153
Ter,Arkusjarvi,-138.782795040265
Ter,Arkusjarvi,-133.225173487422
Ter,Arkusjarvi,-126.358112508973
Ter,Arkusjarvi,-134.200530793833
Ter,Arkusjarvi,-141.244404219897
Ter,Arkusjarvi,-130.310644194324
Ter,Arkusjarvi,-121.790373817723
Ter,Arkusjarvi,-125.184076077362
Ter,Arkusjarvi,-153.716481285287
Ter,Arkusjarvi,-103.052223948666
Ter,Arkusjarvi,-127.843949628703
Ter,Arkusjarvi,-107.037338098819
Ter,Arkusjarvi,-133.988119163113
Ter,Arkusjarvi,-122.766190698827
Ter,Arkusjarvi,-118.582264760562
Ter,Arkusjarvi,-134.731236602789
Ter,Arkusjarvi,-116.766563441113
Ter,Arkusjarvi,-118.951097344248
Ter,Arkusjarvi,-129.55594122841
Ter,Arkusjarvi,-137.561039751332
Ter,Arkusjarvi,-125.368866023988
Ter,Arkusjarvi,-129.233496634022
Ter,Arkusjarvi,-109.325798018969
Ter,Arkusjarvi,-141.190680393438
Ter,Arkusjarvi,-127.74832747556
Ter,Arkusjarvi,-137.365057643461
Ter,Arkusjarvi,-139.260696537905
Ter,Arkusjarvi,-124.060404046036
Ter,Arkusjarvi,-112.18186039011
Ter,Arkusjarvi,-105.174266957952
Ter,Arkusjarvi,-109.443779518216
Ter,Arkusjarvi,-117.555416955166
Ter,Arkusjarvi,-108.292845632073
Ter,Arkusjarvi,-114.9123510688
Ter,Arkusjarvi,-128.049028194436
Ter,Arkusjarvi,-143.10767254161
Ter,Arkusjarvi,-126.543869536749
Ter,Arkusjarvi,-103.510629058944
Ter,Arkusjarvi,-139.430280912569
Ter,Arkusjarvi,-122.06344548206
Ter,Arkusjarvi,-117.811093491832
Ter,Arkusjarvi,-120.990396421784
Ter,Arkusjarvi,-138.312718468886
Ter,Arkusjarvi,-127.939490619492
Ter,Arkusjarvi,-116.294107822148
Ter,Arkusjarvi,-128.608838848587
Ter,Arkusjarvi,-112.528418387828
Ter,Arkusjarvi,-149.49735495988
Ter,Arkusjarvi,-138.569904209818
Ter,Arkusjarvi,-121.225862927947
Ter,Arkusjarvi,-144.007138928966
Ter,Arkusjarvi,-142.799267711912
Ter,Arkusjarvi,-124.190968956449
Ter,Arkusjarvi,-110.722874556183
Ter,Arkusjarvi,-140.174218108282
Ter,Arkusjarvi,-105.977667480487
Ter,Arkusjarvi,-115.857977080944
Ter,Arkusjarvi,-131.742283992279
Ter,Arkusjarvi,-115.376012235676
Ter,Arkusjarvi,-113.465213234495
Ter,Arkusjarvi,-120.980449605443
Ter,Arkusjarvi,-119.005500993687
Ter,Arkusjarvi,-114.582617136956
Ter,Arkusjarvi,-127.881235870079
Ter,Arkusjarvi,-133.135235587614
Ter,Arkusjarvi,-144.863964508683
Ter,Arkusjarvi,-107.614996982471
Ter,Arkusjarvi,-117.585686743587
Ter,Arkusjarvi,-105.791416018302
Ter,Arkusjarvi,-127.536647981361
Ter,Arkusjarvi,-147.455313505193
Ter,Arkusjarvi,-114.666269359283
Ter,Arkusjarvi,-133.634440171941
Ter,Arkusjarvi,-127.048394493199
Ter,Arkusjarvi,-124.977762859263
Ter,Arkusjarvi,-104.26825775172
Ter,Arkusjarvi,-136.463652935093
Ter,Arkusjarvi,-123.905903222703
Ter,Arkusjarvi,-154.851397223166
Ter,Arkusjarvi,-128.221762121787
Ter,Arkusjarvi,-135.429034624573
Aq,Erajarvi,-180.572049647208
Aq,Erajarvi,-141.712120981853
Aq,Erajarvi,-191.687248746283
Aq,Erajarvi,-161.491887892277
Aq,Erajarvi,-184.793365880246
Aq,Erajarvi,-135.27429551555
Aq,Erajarvi,-219.752478506393
Aq,Erajarvi,-165.02376688144
Aq,Erajarvi,-198.993978475813
Aq,Erajarvi,-157.815601531267
Aq,Erajarvi,-209.479219694848
Aq,Erajarvi,-140.630728981365
Aq,Erajarvi,-153.295020477835
Aq,Erajarvi,-188.459768654551
Aq,Erajarvi,-133.867338596834
Aq,Erajarvi,-144.465463926783
Aq,Erajarvi,-160.503936789558
Aq,Erajarvi,-162.820872994648
Aq,Erajarvi,-212.825060973556
Aq,Erajarvi,-201.330638104512
Aq,Erajarvi,-167.905047567609
Aq,Erajarvi,-135.208795365871
Aq,Erajarvi,-138.895172467557
Aq,Erajarvi,-149.645326539054
Aq,Erajarvi,-138.380512660626
Aq,Erajarvi,-145.743574622683
Aq,Erajarvi,-179.214686780477
Aq,Erajarvi,-208.776884021135
Aq,Erajarvi,-160.787717492237
Aq,Erajarvi,-210.579339341756
Aq,Erajarvi,-170.589845907758
Aq,Erajarvi,-157.717699853843
Aq,Erajarvi,-172.344737540689
Aq,Erajarvi,-177.992671543808
Aq,Erajarvi,-188.616470415188
Aq,Erajarvi,-200.34655859889
Aq,Erajarvi,-181.711317822744
Aq,Erajarvi,-182.660789313653
Aq,Erajarvi,-180.664121019822
Aq,Erajarvi,-180.899747740637
Aq,Erajarvi,-156.81116371706
Aq,Erajarvi,-189.630861579037
Aq,Erajarvi,-182.738363107402
Aq,Erajarvi,-147.657222733992
Aq,Erajarvi,-210.254833631966
Aq,Erajarvi,-166.673193787272
Aq,Erajarvi,-143.140633040892
Aq,Erajarvi,-171.335612598244
Aq,Erajarvi,-224.896562587253
Aq,Erajarvi,-160.375856058845
Aq,Erajarvi,-165.376051731899
Aq,Erajarvi,-154.64072235153
Aq,Erajarvi,-184.147750431717
Aq,Erajarvi,-175.114465228897
Aq,Erajarvi,-182.761906689924
Aq,Erajarvi,-168.831546581211
Aq,Erajarvi,-196.358066739533
Aq,Erajarvi,-178.942412835924
Aq,Erajarvi,-190.244652149207
Aq,Erajarvi,-176.563054270191
Aq,Erajarvi,-177.94124728201
Aq,Erajarvi,-160.412836794534
Aq,Erajarvi,-153.143011647053
Aq,Erajarvi,-165.085263491618
Aq,Erajarvi,-162.427601993577
Aq,Erajarvi,-210.159218359687
Aq,Erajarvi,-168.102052650866
Aq,Erajarvi,-223.53113244998
Aq,Erajarvi,-205.199287508772
Aq,Erajarvi,-181.296462891567
Aq,Erajarvi,-120.600823164502
Aq,Erajarvi,-151.9149421019
Aq,Erajarvi,-165.631071287291
Aq,Erajarvi,-156.258291842324
Aq,Erajarvi,-156.18036856395
Aq,Erajarvi,-190.451481919524
Aq,Erajarvi,-169.982894477616
Aq,Erajarvi,-165.257358087553
Aq,Erajarvi,-161.001225937522
Aq,Erajarvi,-173.77078630817
Aq,Erajarvi,-153.881152810121
Aq,Erajarvi,-156.787524039544
Aq,Erajarvi,-172.534764790676
Aq,Erajarvi,-200.153317058382
Aq,Erajarvi,-150.656598328872
Aq,Erajarvi,-157.729946516995
Aq,Erajarvi,-178.560464293787
Aq,Erajarvi,-149.903180295188
Aq,Erajarvi,-180.033189866392
Aq,Erajarvi,-209.652312360817
Aq,Erajarvi,-152.841388779104
Aq,Erajarvi,-148.056734129256
Aq,Erajarvi,-196.918683536236
Aq,Erajarvi,-121.522205816195
Aq,Erajarvi,-157.38391381985
Aq,Erajarvi,-176.559781929293
Aq,Erajarvi,-177.289123439502
Aq,Erajarvi,-159.649760726524
Aq,Erajarvi,-185.949700290146
Aq,Erajarvi,-145.186171290355
Ter,Erajarvi,-125.704289873544
Ter,Erajarvi,-112.512626311998
Ter,Erajarvi,-93.6858690706175
Ter,Erajarvi,-121.714016072032
Ter,Erajarvi,-88.2371945391374
Ter,Erajarvi,-112.212050595493
Ter,Erajarvi,-116.379854791238
Ter,Erajarvi,-119.027677985918
Ter,Erajarvi,-122.491281514721
Ter,Erajarvi,-132.755728599197
Ter,Erajarvi,-120.758637922228
Ter,Erajarvi,-110.681260562573
Ter,Erajarvi,-134.773635401985
Ter,Erajarvi,-117.007067775486
Ter,Erajarvi,-117.051229890375
Ter,Erajarvi,-95.6004009740756
Ter,Erajarvi,-120.52566601658
Ter,Erajarvi,-114.071555661755
Ter,Erajarvi,-114.212983703577
Ter,Erajarvi,-102.092476889868
Ter,Erajarvi,-115.232025302505
Ter,Erajarvi,-98.2838628345215
Ter,Erajarvi,-103.192527666082
Ter,Erajarvi,-117.429798303865
Ter,Erajarvi,-109.026656663236
Ter,Erajarvi,-118.835195102366
Ter,Erajarvi,-107.075837318165
Ter,Erajarvi,-108.381318501565
Ter,Erajarvi,-121.78106141409
Ter,Erajarvi,-108.103107965232
Ter,Erajarvi,-125.514317177204
Ter,Erajarvi,-103.850679274672
Ter,Erajarvi,-112.754800616379
Ter,Erajarvi,-111.401827447411
Ter,Erajarvi,-116.33862862394
